IntersectionId,PanoramaId,Borough,Long,Lat,URL,TrafficSignal,ImageDate,n_decoders,public_median,private_median
AXkw4-En2iuwklCl-qmp,rY1VFL8aMgBg5YN6ezKAIw,Brooklyn,-73.9674890003171,40.6816825003472,https://www.google.com/maps/@?api=1&map_action=pano&pano=rY1VFL8aMgBg5YN6ezKAIw,,2020-11,3,0.0,0.0
AXkw4-FI2iuwklCl-qmr,Zz6ecnxPDnOJ8Tf56hovPA,Brooklyn,-73.8949322003607,40.6759984001062,https://www.google.com/maps/@?api=1&map_action=pano&pano=Zz6ecnxPDnOJ8Tf56hovPA,,2018-06,3,0.0,0.0
AXkw4-FR2iuwklCl-qms,X2N53cWebgfNc_n7qGBmhg,Brooklyn,-73.9787149999972,40.6663609997604,https://www.google.com/maps/@?api=1&map_action=pano&pano=X2N53cWebgfNc_n7qGBmhg,,2020-11,3,0.0,2.0
AXkw4-Fp2iuwklCl-qmt,bPY1JqDs4ZV6VaUVgB4p-Q,Brooklyn,-73.8948856001903,40.675842699581,https://www.google.com/maps/@?api=1&map_action=pano&pano=bPY1JqDs4ZV6VaUVgB4p-Q,,2019-11,3,0.0,0.0
AXkw4-Fv2iuwklCl-qmu,Ux68B8MSNOb1dxJdrm5yLA,Brooklyn,-73.9792240000875,40.6657490003162,https://www.google.com/maps/@?api=1&map_action=pano&pano=Ux68B8MSNOb1dxJdrm5yLA,,2020-11,3,0.0,1.0
AXkw4-G12iuwklCl-qmy,PQ91O6m9LzxwLy7AeWj5Jg,Brooklyn,-73.8868375995755,40.6772731998983,https://www.google.com/maps/@?api=1&map_action=pano&pano=PQ91O6m9LzxwLy7AeWj5Jg,,2014-10,3,0.0,1.0
AXkw4-GP2iuwklCl-qmv,PQ91O6m9LzxwLy7AeWj5Jg,Brooklyn,-73.8868749996814,40.6774192003359,https://www.google.com/maps/@?api=1&map_action=pano&pano=PQ91O6m9LzxwLy7AeWj5Jg,,2014-10,3,0.0,2.0
AXkw4-Gw2iuwklCl-qmx,mT7O0i6N02OLyRtOf4beew,Brooklyn,-73.9725269997212,40.6741229997767,https://www.google.com/maps/@?api=1&map_action=pano&pano=mT7O0i6N02OLyRtOf4beew,,2020-11,3,0.0,0.0
AXkw4-H32iuwklCl-qm1,k4eYjJ3gUo0iZ1Mx6TF63A,Brooklyn,-73.9643958999508,40.681035600013,https://www.google.com/maps/@?api=1&map_action=pano&pano=k4eYjJ3gUo0iZ1Mx6TF63A,,2020-10,3,0.0,0.0
AXkw4-HV2iuwklCl-qmz,k4eYjJ3gUo0iZ1Mx6TF63A,Brooklyn,-73.964411100292,40.681190199768,https://www.google.com/maps/@?api=1&map_action=pano&pano=k4eYjJ3gUo0iZ1Mx6TF63A,,2020-10,3,0.0,3.0
AXkw4-I72iuwklCl-qm3,dqpz_wgReBZFmPTNlXEZSQ,Brooklyn,-73.9641476996566,40.6809858000547,https://www.google.com/maps/@?api=1&map_action=pano&pano=dqpz_wgReBZFmPTNlXEZSQ,,2019-06,3,0.0,0.0
AXkw4-I72iuwklCl-qm4,JSi1KGQcF_huzuS3Xf7-3g,Brooklyn,-73.9746980000127,40.6711749996266,https://www.google.com/maps/@?api=1&map_action=pano&pano=JSi1KGQcF_huzuS3Xf7-3g,,2020-11,3,0.0,0.0
AXkw4-IB2iuwklCl-qm2,bnkd8RSyDPTRmhWGRoYmhQ,Brooklyn,-73.9714230000714,40.675755000393,https://www.google.com/maps/@?api=1&map_action=pano&pano=bnkd8RSyDPTRmhWGRoYmhQ,,2020-11,3,0.0,3.0
AXkw4-Jn2iuwklCl-qm5,psb-U3X7wQ3zSXinHfysRg,Brooklyn,-73.9720949995845,40.6747580002815,https://www.google.com/maps/@?api=1&map_action=pano&pano=psb-U3X7wQ3zSXinHfysRg,,2019-07,3,0.0,0.0
AXkw4-Jo2iuwklCl-qm6,3L6BBfq-VdOV_sfM9ED_ZQ,Brooklyn,-73.9655139002463,40.6814180996656,https://www.google.com/maps/@?api=1&map_action=pano&pano=3L6BBfq-VdOV_sfM9ED_ZQ,,2020-11,3,0.0,0.0
AXkw4-K02iuwklCl-qm9,ptsZnnGYq1NrK5mcEd0tng,Brooklyn,-73.9733760002022,40.6728616997077,https://www.google.com/maps/@?api=1&map_action=pano&pano=ptsZnnGYq1NrK5mcEd0tng,,2020-11,3,0.0,2.0
AXkw4-K92iuwklCl-qm-,kRFo9yQ8J7fZ70aqRZ4hpA,Brooklyn,-73.9006164004265,40.6754719999329,https://www.google.com/maps/@?api=1&map_action=pano&pano=kRFo9yQ8J7fZ70aqRZ4hpA,,2019-11,3,0.0,1.0
AXkw4-KI2iuwklCl-qm7,J_eAnCMcuAGV0WblHpmrWw,Brooklyn,-73.9741879998763,40.6717839998318,https://www.google.com/maps/@?api=1&map_action=pano&pano=J_eAnCMcuAGV0WblHpmrWw,,2020-11,3,0.0,0.0
AXkw4-KS2iuwklCl-qm8,YEu3qf1g4IzPvqEgyMDnIQ,Brooklyn,-73.9006796002833,40.6757060997567,https://www.google.com/maps/@?api=1&map_action=pano&pano=YEu3qf1g4IzPvqEgyMDnIQ,,2019-05,3,0.0,1.0
AXkw4-L92iuwklCl-qnB,BsGTy90VZJk_KERa2ZRr6Q,Brooklyn,-73.8939329996082,40.6759512999126,https://www.google.com/maps/@?api=1&map_action=pano&pano=BsGTy90VZJk_KERa2ZRr6Q,,2019-11,3,0.0,0.0
AXkw4-Lb2iuwklCl-qm_,B2BRRtBEmPz7RQC4bC23pw,Brooklyn,-73.9839179998158,40.6601369996229,https://www.google.com/maps/@?api=1&map_action=pano&pano=B2BRRtBEmPz7RQC4bC23pw,,2014-10,3,0.0,0.0
AXkw4-Li2iuwklCl-qnA,TjgeDtE3LnbRDTKkObL2YQ,Brooklyn,-73.893993200226,40.6760954999074,https://www.google.com/maps/@?api=1&map_action=pano&pano=TjgeDtE3LnbRDTKkObL2YQ,,2018-06,3,0.0,0.0
AXkw4-M-2iuwklCl-qnF,1kNA2y73MuE67a77KQQZIA,Brooklyn,-73.9730256998761,40.6841369003977,https://www.google.com/maps/@?api=1&map_action=pano&pano=1kNA2y73MuE67a77KQQZIA,,2020-11,3,0.0,1.0
AXkw4-MN2iuwklCl-qnC,2pF9fc6RGVmj4TOcAwHAvQ,Brooklyn,-73.9716043996233,40.6754781998591,https://www.google.com/maps/@?api=1&map_action=pano&pano=2pF9fc6RGVmj4TOcAwHAvQ,,2020-11,3,0.0,0.0
AXkw4-Mb2iuwklCl-qnD,JYB54OJL07OGFZI-NK_JsA,Brooklyn,-73.9721184997689,40.6842378996594,https://www.google.com/maps/@?api=1&map_action=pano&pano=JYB54OJL07OGFZI-NK_JsA,,2013-10,3,0.0,0.0
AXkw4-Mx2iuwklCl-qnE,f4yuPG6dM7lb6FsRpTA0kQ,Brooklyn,-73.9729534996043,40.6734871997745,https://www.google.com/maps/@?api=1&map_action=pano&pano=f4yuPG6dM7lb6FsRpTA0kQ,,2020-11,3,0.0,0.0
AXkw4-NW2iuwklCl-qnG,JKj-beldYiuo6rUAiMyoyw,Brooklyn,-73.9832369998876,40.6609369996429,https://www.google.com/maps/@?api=1&map_action=pano&pano=JKj-beldYiuo6rUAiMyoyw,,2020-11,3,0.0,0.0
AXkw4-Nf2iuwklCl-qnH,W_SjlbjAjKOVGFasfCuO4w,Brooklyn,-73.9760520003995,40.6944120001137,https://www.google.com/maps/@?api=1&map_action=pano&pano=W_SjlbjAjKOVGFasfCuO4w,,2020-11,3,0.0,2.0
AXkw4-OC2iuwklCl-qnI,9uCwINC62I6r3a7-5oYiqg,Brooklyn,-73.9780011999953,40.6942540998469,https://www.google.com/maps/@?api=1&map_action=pano&pano=9uCwINC62I6r3a7-5oYiqg,,2014-09,3,0.0,1.0
AXkw4-OL2iuwklCl-qnJ,3zjeyR1t22XpLY2h7w3guA,Brooklyn,-73.9763522003937,40.6652135997279,https://www.google.com/maps/@?api=1&map_action=pano&pano=3zjeyR1t22XpLY2h7w3guA,,2020-11,3,0.0,3.0
AXkw4-Or2iuwklCl-qnK,Ra949Ttkb-bo1pmf3Woz0A,Brooklyn,-73.946449000421,40.6299420002232,https://www.google.com/maps/@?api=1&map_action=pano&pano=Ra949Ttkb-bo1pmf3Woz0A,,2019-10,3,0.0,0.0
AXkw4-Or2iuwklCl-qnL,g3tgu3YLVl_rpbdC-C2z9w,Brooklyn,-74.0237169996398,40.6169370003423,https://www.google.com/maps/@?api=1&map_action=pano&pano=g3tgu3YLVl_rpbdC-C2z9w,,2019-07,3,0.0,0.0
AXkw4-PS2iuwklCl-qnM,s-mpjOIqnrmskiN-jrGicQ,Brooklyn,-74.0246240000975,40.6173889996027,https://www.google.com/maps/@?api=1&map_action=pano&pano=s-mpjOIqnrmskiN-jrGicQ,,2019-07,3,0.0,0.0
AXkw4-Q12iuwklCl-qnQ,FRoipd96MkvrMrBOI-0N0g,Brooklyn,-74.0263600001139,40.6182539999222,https://www.google.com/maps/@?api=1&map_action=pano&pano=FRoipd96MkvrMrBOI-0N0g,,2019-07,3,0.0,0.0
AXkw4-QH2iuwklCl-qnO,g-zlfL3n8C6dQOSue656mw,Brooklyn,-73.9448061000215,40.6301248998443,https://www.google.com/maps/@?api=1&map_action=pano&pano=g-zlfL3n8C6dQOSue656mw,,2019-10,3,0.0,0.0
AXkw4-Ro2iuwklCl-qnS,OsyPskA1nlhAmVLw0ddTsA,Brooklyn,-74.0255102999603,40.6178396004173,https://www.google.com/maps/@?api=1&map_action=pano&pano=OsyPskA1nlhAmVLw0ddTsA,,2019-07,3,0.0,0.0
AXkw4-Rp2iuwklCl-qnT,SrAanYj33knGI4ieqtoY5Q,Brooklyn,-73.867902800174,40.6746692003234,https://www.google.com/maps/@?api=1&map_action=pano&pano=SrAanYj33knGI4ieqtoY5Q,,2019-11,3,0.0,0.0
AXkw4-Sk2iuwklCl-qnU,0YZIe5EpKI2yp_6FitxUjQ,Brooklyn,-74.027302000387,40.6187229999665,https://www.google.com/maps/@?api=1&map_action=pano&pano=0YZIe5EpKI2yp_6FitxUjQ,,2011-08,3,0.0,0.0
AXkw4-Sk2iuwklCl-qnV,FDTk_fCi7y0swdKtBakKJg,Brooklyn,-73.8672209998492,40.6718710002465,https://www.google.com/maps/@?api=1&map_action=pano&pano=FDTk_fCi7y0swdKtBakKJg,,2019-11,3,0.0,0.0
AXkw4-T82iuwklCl-qnZ,G5rGfuk7bq3F14-LAvGrPw,Brooklyn,-74.0348860002886,40.621320000118,https://www.google.com/maps/@?api=1&map_action=pano&pano=G5rGfuk7bq3F14-LAvGrPw,,2019-06,3,0.0,0.0
AXkw4-TI2iuwklCl-qnW,IA0_bikXnrQ03SXLpLyDTw,Brooklyn,-73.8709799996273,40.6870820002342,https://www.google.com/maps/@?api=1&map_action=pano&pano=IA0_bikXnrQ03SXLpLyDTw,,2018-06,3,0.0,0.0
AXkw4-TR2iuwklCl-qnX,HkIDSeQDWJu0HyG6MCsdyA,Brooklyn,-74.022815000312,40.616488000321,https://www.google.com/maps/@?api=1&map_action=pano&pano=HkIDSeQDWJu0HyG6MCsdyA,,2019-07,3,0.0,0.0
AXkw4-Tq2iuwklCl-qnY,RGtCPR_Du38A0Qefd_GnKA,Brooklyn,-73.8668370001274,40.6703340004138,https://www.google.com/maps/@?api=1&map_action=pano&pano=RGtCPR_Du38A0Qefd_GnKA,,2019-11,3,0.0,1.0
AXkw4-U32iuwklCl-qnc,_17KHdoIhMt9mTHKlk19PA,Brooklyn,-73.8702959995607,40.6841899999686,https://www.google.com/maps/@?api=1&map_action=pano&pano=_17KHdoIhMt9mTHKlk19PA,,2018-06,3,0.0,8.0
AXkw4-UO2iuwklCl-qna,DYeEe8aeGa20zYFYrA5KEg,Brooklyn,-73.8710690001342,40.6874740003249,https://www.google.com/maps/@?api=1&map_action=pano&pano=DYeEe8aeGa20zYFYrA5KEg,,2018-06,3,0.0,5.0
AXkw4-U_2iuwklCl-qnd,kUhVmL9AA5xJdTs9jTZc9A,Brooklyn,-74.0351580002415,40.6206380001436,https://www.google.com/maps/@?api=1&map_action=pano&pano=kUhVmL9AA5xJdTs9jTZc9A,,2019-06,3,0.0,0.0
AXkw4-Ug2iuwklCl-qnb,v5Oyp2dQ10uJ-Pwk9QePnA,Brooklyn,-74.0378399998161,40.6212749998414,https://www.google.com/maps/@?api=1&map_action=pano&pano=v5Oyp2dQ10uJ-Pwk9QePnA,,2019-06,3,0.0,0.0
AXkw4-Vd2iuwklCl-qne,kyByLyZZGITDUVbjKzpjaQ,Brooklyn,-73.8695639999786,40.6811530002108,https://www.google.com/maps/@?api=1&map_action=pano&pano=kyByLyZZGITDUVbjKzpjaQ,,2019-11,3,0.0,0.0
AXkw4-Vl2iuwklCl-qnf,PcZVNt4tw2jyg-HOcjqPNA,Brooklyn,-74.0401785995627,40.6216011003106,https://www.google.com/maps/@?api=1&map_action=pano&pano=PcZVNt4tw2jyg-HOcjqPNA,,2019-07,3,0.0,2.0
AXkw4-WA2iuwklCl-qng,WNN_vkI3NKB9IHnup6nzMw,Brooklyn,-73.8685494999594,40.6772238001383,https://www.google.com/maps/@?api=1&map_action=pano&pano=WNN_vkI3NKB9IHnup6nzMw,,2019-11,3,0.0,0.0
AXkw4-WI2iuwklCl-qnh,DaAdE3LwpXvWzd2V-PJIRw,Brooklyn,-74.0248319997969,40.6156315003935,https://www.google.com/maps/@?api=1&map_action=pano&pano=DaAdE3LwpXvWzd2V-PJIRw,,2019-07,3,0.0,0.0
AXkw4-Wu2iuwklCl-qni,luPCj6Ni0qf4p3L9yTDjKA,Brooklyn,-73.8691040003493,40.6791169998497,https://www.google.com/maps/@?api=1&map_action=pano&pano=luPCj6Ni0qf4p3L9yTDjKA,,2019-11,3,0.0,1.0
AXkw4-X02iuwklCl-qnm,OwaRwDif3q0g-tl3ehWx4Q,Brooklyn,-73.8688549996585,40.6784450003365,https://www.google.com/maps/@?api=1&map_action=pano&pano=OwaRwDif3q0g-tl3ehWx4Q,,2019-11,3,0.0,2.0
AXkw4-XC2iuwklCl-qnj,RYxpiosND2taYzm5BwC4gQ,Brooklyn,-74.025716099918,40.6160745999629,https://www.google.com/maps/@?api=1&map_action=pano&pano=RYxpiosND2taYzm5BwC4gQ,,2019-07,3,0.0,0.0
AXkw4-XT2iuwklCl-qnk,trpJ-x-vXQSkk9030jDy4w,Brooklyn,-73.8717289999933,40.6902770000835,https://www.google.com/maps/@?api=1&map_action=pano&pano=trpJ-x-vXQSkk9030jDy4w,,2018-06,3,0.0,0.0
AXkw4-Xt2iuwklCl-qnl,ArjvQu8oZrDD2tVNcbzIfw,Brooklyn,-74.0274853002064,40.6169489999964,https://www.google.com/maps/@?api=1&map_action=pano&pano=ArjvQu8oZrDD2tVNcbzIfw,,2019-07,3,0.0,0.0
AXkw4-Y-2iuwklCl-qnp,hoZzNABThywWSPq-a4CjzA,Brooklyn,-73.8664499004425,40.6687732000232,https://www.google.com/maps/@?api=1&map_action=pano&pano=hoZzNABThywWSPq-a4CjzA,,2019-11,3,0.0,0.0
AXkw4-Ye2iuwklCl-qno,bG_YQfwD9aQ-MH_ehoPhPg,Brooklyn,-73.8665281999164,40.6690888998329,https://www.google.com/maps/@?api=1&map_action=pano&pano=bG_YQfwD9aQ-MH_ehoPhPg,,2019-11,3,0.0,0.0
AXkw4-ZA2iuwklCl-qnq,1y-qnovZ1eZIyaa1hIwr_A,Brooklyn,-74.0283969996218,40.6174440003404,https://www.google.com/maps/@?api=1&map_action=pano&pano=1y-qnovZ1eZIyaa1hIwr_A,,2011-08,3,0.0,0.0
AXkw4-Zi2iuwklCl-qns,SmpMhd_MlPrpebJHYiC9Pg,Brooklyn,-74.0239600000539,40.61516100028,https://www.google.com/maps/@?api=1&map_action=pano&pano=SmpMhd_MlPrpebJHYiC9Pg,,2019-07,3,0.0,1.0
AXkw4-_42iuwklCl-qps,CypftGcRUc-6L4u-bTWTQg,Brooklyn,-73.9341689997995,40.6418380002236,https://www.google.com/maps/@?api=1&map_action=pano&pano=CypftGcRUc-6L4u-bTWTQg,,2020-11,3,0.0,0.0
AXkw4-aO2iuwklCl-qnu,zDtrMUAOh4s8vNEmcWWjOg,Brooklyn,-73.8693419996335,40.6801909999148,https://www.google.com/maps/@?api=1&map_action=pano&pano=zDtrMUAOh4s8vNEmcWWjOg,,2019-11,3,0.0,0.0
AXkw4-ax2iuwklCl-qnv,VvYt-3pw8GztsJjlFI2YbA,Brooklyn,-73.8692519999798,40.679798999824,https://www.google.com/maps/@?api=1&map_action=pano&pano=VvYt-3pw8GztsJjlFI2YbA,,2019-11,3,0.0,0.0
AXkw4-b-2iuwklCl-qnz,G6vAFUpQO-eLzxEPN4887Q,Brooklyn,-73.8682253995825,40.6759425000464,https://www.google.com/maps/@?api=1&map_action=pano&pano=G6vAFUpQO-eLzxEPN4887Q,,2019-11,3,0.0,0.0
AXkw4-ba2iuwklCl-qnx,KTv9y-mJnaM3AO29aepxHA,Brooklyn,-73.8708150001121,40.6863919998909,https://www.google.com/maps/@?api=1&map_action=pano&pano=KTv9y-mJnaM3AO29aepxHA,,2018-06,3,0.0,0.0
